,Manufacturer,Crash,Fire,NumberOfInjured,DateOfIncident,Make
12433,Toyota Motor Corporation,Yes,No,0,2017-07-31,TOYOTA
12436,Toyota Motor Corporation,Yes,No,0,2011-01-31,TOYOTA
12437,Toyota Motor Corporation,Yes,No,3,2011-05-21,TOYOTA
12438,Toyota Motor Corporation,Yes,No,3,2011-05-21,TOYOTA
12439,Toyota Motor Corporation,Yes,No,0,2011-12-23,TOYOTA
12440,Toyota Motor Corporation,Yes,No,1,2012-02-08,TOYOTA
12441,Toyota Motor Corporation,No,Yes,0,2011-10-18,TOYOTA
12442,Toyota Motor Corporation,No,Yes,0,2011-06-07,TOYOTA
12443,Toyota Motor Corporation,Yes,No,0,2011-08-11,TOYOTA
12444,Toyota Motor Corporation,Yes,No,0,2010-10-18,TOYOTA
12445,Toyota Motor Corporation,Yes,No,5,2014-12-25,TOYOTA
12446,Toyota Motor Corporation,Yes,No,2,2014-12-25,TOYOTA
12447,Toyota Motor Corporation,Yes,No,5,2014-12-25,TOYOTA
12448,Toyota Motor Corporation,No,Yes,0,2017-10-29,TOYOTA
12449,Toyota Motor Corporation,Yes,No,5,2014-12-25,TOYOTA
12450,Toyota Motor Corporation,Yes,No,5,2014-12-25,TOYOTA
12451,Toyota Motor Corporation,No,Yes,0,2015-10-26,TOYOTA
12465,Toyota Motor Corporation,Yes,No,0,2010-12-14,TOYOTA
12466,Toyota Motor Corporation,Yes,No,0,2011-01-20,TOYOTA
12467,Toyota Motor Corporation,No,Yes,0,2011-08-20,TOYOTA
12468,Toyota Motor Corporation,No,Yes,0,2011-09-20,TOYOTA
12469,Toyota Motor Corporation,No,Yes,0,2011-07-01,TOYOTA
12470,Toyota Motor Corporation,No,Yes,0,2011-12-14,TOYOTA
12471,Toyota Motor Corporation,Yes,No,1,2012-04-15,TOYOTA
12472,Toyota Motor Corporation,Yes,No,0,2012-06-06,TOYOTA
12473,Toyota Motor Corporation,No,Yes,0,2012-08-20,TOYOTA
12474,Toyota Motor Corporation,No,Yes,0,2012-10-22,TOYOTA
12475,Toyota Motor Corporation,No,Yes,0,2011-10-10,TOYOTA
12476,Toyota Motor Corporation,No,Yes,0,2012-10-22,TOYOTA
12477,Toyota Motor Corporation,No,Yes,0,2012-01-03,TOYOTA
12478,Toyota Motor Corporation,No,Yes,0,2012-10-01,TOYOTA
12479,Toyota Motor Corporation,Yes,No,0,2013-06-06,TOYOTA
12480,Toyota Motor Corporation,No,Yes,0,2013-06-28,TOYOTA
12481,Toyota Motor Corporation,No,Yes,0,2010-09-15,TOYOTA
12482,Toyota Motor Corporation,No,Yes,0,2011-10-04,TOYOTA
12483,Toyota Motor Corporation,Yes,No,0,2013-10-19,TOYOTA
12484,Toyota Motor Corporation,No,Yes,0,2012-03-06,TOYOTA
12485,Toyota Motor Corporation,No,Yes,0,2011-06-14,TOYOTA
12486,Toyota Motor Corporation,Yes,No,0,2014-12-30,TOYOTA
12487,Toyota Motor Corporation,Yes,No,0,2017-02-18,TOYOTA
12488,Toyota Motor Corporation,Yes,No,0,2017-04-11,TOYOTA
12489,Toyota Motor Corporation,Yes,No,0,2017-04-11,TOYOTA
12490,Toyota Motor Corporation,Yes,No,0,2017-08-02,TOYOTA
12492,Toyota Motor Corporation,Yes,No,0,2017-06-02,TOYOTA
12502,Toyota Motor Corporation,Yes,No,0,2010-12-07,TOYOTA
12503,Toyota Motor Corporation,Yes,No,1,2011-03-07,TOYOTA
12504,Toyota Motor Corporation,Yes,No,1,2013-04-23,TOYOTA
12505,Toyota Motor Corporation,Yes,No,1,2014-08-19,TOYOTA
12506,Toyota Motor Corporation,Yes,No,0,2014-12-07,TOYOTA
12507,Toyota Motor Corporation,Yes,No,0,2014-12-07,TOYOTA
12508,Toyota Motor Corporation,No,Yes,0,2015-01-21,TOYOTA
12509,Toyota Motor Corporation,No,Yes,0,2015-10-15,TOYOTA
12510,Toyota Motor Corporation,Yes,No,1,2016-07-16,TOYOTA
12511,Toyota Motor Corporation,Yes,No,3,2016-11-20,TOYOTA
12512,Toyota Motor Corporation,No,Yes,0,2016-04-05,TOYOTA
12513,Toyota Motor Corporation,Yes,No,0,2014-06-13,TOYOTA
12519,Toyota Motor Corporation,Yes,No,1,2010-12-10,TOYOTA
12520,Toyota Motor Corporation,Yes,No,1,2011-10-02,TOYOTA
12521,Toyota Motor Corporation,Yes,No,0,2012-06-03,TOYOTA
12523,Toyota Motor Corporation,Yes,No,2,2012-11-29,TOYOTA
12524,Toyota Motor Corporation,Yes,No,1,2014-11-21,TOYOTA
12525,Toyota Motor Corporation,Yes,No,0,2011-11-23,TOYOTA
12526,Toyota Motor Corporation,Yes,No,1,2015-05-02,TOYOTA
12527,Toyota Motor Corporation,Yes,No,1,2018-01-16,TOYOTA
12528,Toyota Motor Corporation,No,Yes,0,2017-09-20,TOYOTA
12529,Toyota Motor Corporation,No,Yes,0,2015-11-25,TOYOTA
12530,"Volkswagen Group of America, Inc.",Yes,No,0,2016-02-24,VOLKSWAGEN
12531,"Volkswagen Group of America, Inc.",Yes,No,1,2011-08-13,VOLKSWAGEN
12532,"Volkswagen Group of America, Inc.",Yes,No,0,2011-06-10,VOLKSWAGEN
12533,"Volkswagen Group of America, Inc.",No,Yes,0,2012-05-24,VOLKSWAGEN
12534,"Volkswagen Group of America, Inc.",Yes,No,0,2013-05-14,VOLKSWAGEN
12535,"Volkswagen Group of America, Inc.",Yes,No,0,2014-06-02,VOLKSWAGEN
12536,"Volkswagen Group of America, Inc.",Yes,No,0,2017-09-28,VOLKSWAGEN
12538,"Volkswagen Group of America, Inc.",Yes,No,0,2017-11-25,VOLKSWAGEN
12539,"Volkswagen Group of America, Inc.",Yes,No,0,2017-02-12,VOLKSWAGEN
12540,"Volkswagen Group of America, Inc.",Yes,No,0,2016-09-14,VOLKSWAGEN
12542,"Volkswagen Group of America, Inc.",No,Yes,0,2014-12-11,VOLKSWAGEN
12543,"Volkswagen Group of America, Inc.",Yes,No,0,2015-05-27,VOLKSWAGEN
12544,"Volkswagen Group of America, Inc.",Yes,No,0,2015-11-09,VOLKSWAGEN
12545,"Volkswagen Group of America, Inc.",Yes,No,0,2016-01-04,VOLKSWAGEN
12546,"Volkswagen Group of America, Inc.",Yes,No,0,2016-03-21,VOLKSWAGEN
12551,"Volkswagen Group of America, Inc.",Yes,No,0,2010-09-01,VOLKSWAGEN
12552,"Volkswagen Group of America, Inc.",Yes,No,0,2010-10-01,VOLKSWAGEN
12554,"Volkswagen Group of America, Inc.",Yes,No,0,2011-05-29,VOLKSWAGEN
12555,"Volkswagen Group of America, Inc.",Yes,No,0,2011-05-29,VOLKSWAGEN
12556,"Volkswagen Group of America, Inc.",No,Yes,0,2011-09-14,VOLKSWAGEN
12557,"Volkswagen Group of America, Inc.",No,Yes,0,2011-11-29,VOLKSWAGEN
12558,"Volkswagen Group of America, Inc.",Yes,No,0,2011-12-15,VOLKSWAGEN
12559,"Volkswagen Group of America, Inc.",Yes,No,0,2011-09-01,VOLKSWAGEN
12560,"Volkswagen Group of America, Inc.",Yes,No,1,2013-01-09,VOLKSWAGEN
12561,"Volkswagen Group of America, Inc.",Yes,No,1,2013-05-02,VOLKSWAGEN
12562,"Volkswagen Group of America, Inc.",No,Yes,0,2013-04-15,VOLKSWAGEN
12563,"Volkswagen Group of America, Inc.",Yes,No,0,2013-12-03,VOLKSWAGEN
12564,"Volkswagen Group of America, Inc.",Yes,No,1,2013-11-25,VOLKSWAGEN
12565,"Volkswagen Group of America, Inc.",Yes,No,2,2015-01-03,VOLKSWAGEN
12566,"Volkswagen Group of America, Inc.",Yes,No,0,2015-01-25,VOLKSWAGEN
12567,"Volkswagen Group of America, Inc.",Yes,No,1,2015-09-26,VOLKSWAGEN
12568,"Volkswagen Group of America, Inc.",No,Yes,0,2016-02-09,VOLKSWAGEN
12569,"Volkswagen Group of America, Inc.",Yes,No,1,2016-01-29,VOLKSWAGEN
12570,"Volkswagen Group of America, Inc.",Yes,Yes,2,2015-12-17,VOLKSWAGEN
12571,"Volkswagen Group of America, Inc.",Yes,No,0,2018-02-20,VOLKSWAGEN
12572,"Volkswagen Group of America, Inc.",Yes,No,1,2016-10-23,VOLKSWAGEN
12573,"Volkswagen Group of America, Inc.",Yes,No,0,2017-01-29,VOLKSWAGEN
12574,"Volkswagen Group of America, Inc.",Yes,No,0,2016-11-15,VOLKSWAGEN
12575,"Volkswagen Group of America, Inc.",Yes,No,0,2015-12-01,VOLKSWAGEN
12576,"Volkswagen Group of America, Inc.",Yes,No,0,2017-02-27,VOLKSWAGEN
12577,"Volkswagen Group of America, Inc.",Yes,No,0,2017-08-28,VOLKSWAGEN
12578,"Volkswagen Group of America, Inc.",No,Yes,0,2016-11-05,VOLKSWAGEN
12582,"Volkswagen Group of America, Inc.",No,Yes,0,2010-09-25,VOLKSWAGEN
12583,"Volkswagen Group of America, Inc.",Yes,No,0,2010-11-06,VOLKSWAGEN
12584,"Volkswagen Group of America, Inc.",Yes,No,2,2011-09-19,VOLKSWAGEN
12585,"Volkswagen Group of America, Inc.",No,Yes,0,2013-05-24,VOLKSWAGEN
12586,"Volkswagen Group of America, Inc.",No,Yes,0,2013-06-28,VOLKSWAGEN
12587,"Volkswagen Group of America, Inc.",No,Yes,0,2013-09-22,VOLKSWAGEN
12588,"Volkswagen Group of America, Inc.",No,Yes,0,2014-03-06,VOLKSWAGEN
12589,"Volkswagen Group of America, Inc.",No,Yes,0,2014-07-28,VOLKSWAGEN
12590,"Volkswagen Group of America, Inc.",No,Yes,0,2014-12-09,VOLKSWAGEN
12591,"Volkswagen Group of America, Inc.",No,Yes,0,2014-11-25,VOLKSWAGEN
12592,"Volkswagen Group of America, Inc.",Yes,No,0,2012-06-07,VOLKSWAGEN
12593,"Volkswagen Group of America, Inc.",Yes,No,0,2017-09-20,VOLKSWAGEN
12594,"Volkswagen Group of America, Inc.",No,Yes,0,2017-03-29,VOLKSWAGEN
12595,"Volkswagen Group of America, Inc.",Yes,No,0,2012-03-26,VOLKSWAGEN
12596,"Volkswagen Group of America, Inc.",No,Yes,0,2016-01-20,VOLKSWAGEN
12597,"Volkswagen Group of America, Inc.",Yes,No,0,2016-06-19,VOLKSWAGEN
12598,"Volkswagen Group of America, Inc.",Yes,No,0,2016-12-20,VOLKSWAGEN
12599,"Volkswagen Group of America, Inc.",Yes,No,1,2013-02-23,VOLKSWAGEN
12600,"Volkswagen Group of America, Inc.",No,Yes,0,2015-10-01,VOLKSWAGEN
12603,"Volkswagen Group of America, Inc.",Yes,No,1,2010-10-04,VOLKSWAGEN
12606,"Volkswagen Group of America, Inc.",No,Yes,0,2017-10-05,VOLKSWAGEN
12607,"Volkswagen Group of America, Inc.",Yes,No,0,2016-11-01,VOLKSWAGEN
12608,"Volkswagen Group of America, Inc.",No,Yes,0,2016-12-04,VOLKSWAGEN
12610,"Volkswagen Group of America, Inc.",No,Yes,0,2010-12-20,VOLKSWAGEN
12611,"Volkswagen Group of America, Inc.",No,Yes,1,2011-10-10,VOLKSWAGEN
12612,"Volkswagen Group of America, Inc.",No,Yes,0,2011-04-01,VOLKSWAGEN
12613,"Volkswagen Group of America, Inc.",No,Yes,0,2012-03-31,VOLKSWAGEN
12614,"Volkswagen Group of America, Inc.",Yes,No,0,2012-09-01,VOLKSWAGEN
12615,"Volkswagen Group of America, Inc.",Yes,No,0,2012-12-29,VOLKSWAGEN
12616,"Volkswagen Group of America, Inc.",No,Yes,0,2013-12-15,VOLKSWAGEN
12617,"Volkswagen Group of America, Inc.",No,Yes,0,2014-11-04,VOLKSWAGEN
12620,Volvo Car USA LLC,No,Yes,0,2013-10-22,VOLVO
12621,Volvo Car USA LLC,No,Yes,0,2013-10-22,VOLVO
12622,Volvo Trucks North America,Yes,No,0,2010-09-01,VOLVO
12624,"Yamaha Motor Corporation, USA",Yes,No,1,2014-10-17,YAMAHA
12627,Honda (American Honda Motor Co.),Yes,No,0,2014-03-05,ACURA
12631,Honda (American Honda Motor Co.),Yes,No,0,2012-09-26,ACURA
12632,Honda (American Honda Motor Co.),No,Yes,0,2014-03-07,ACURA
12633,Honda (American Honda Motor Co.),No,Yes,0,2014-04-01,ACURA
12634,Honda (American Honda Motor Co.),No,Yes,0,2017-09-30,ACURA
12635,Honda (American Honda Motor Co.),No,Yes,0,2017-04-15,ACURA
12637,Honda (American Honda Motor Co.),Yes,No,1,2011-09-19,ACURA
12638,Honda (American Honda Motor Co.),No,Yes,1,2013-11-05,ACURA
12639,"Volkswagen Group of America, Inc.",Yes,No,0,2014-02-24,AUDI
12640,"Volkswagen Group of America, Inc.",Yes,No,0,2014-11-14,AUDI
12641,"Volkswagen Group of America, Inc.",Yes,No,1,2017-01-12,AUDI
12642,"Volkswagen Group of America, Inc.",Yes,No,0,2013-07-20,AUDI
12644,"Volkswagen Group of America, Inc.",Yes,No,1,2016-04-19,AUDI
12645,"Volkswagen Group of America, Inc.",Yes,No,0,2016-09-29,AUDI
12646,"Volkswagen Group of America, Inc.",No,Yes,0,2016-11-21,AUDI
12647,"Volkswagen Group of America, Inc.",Yes,No,0,2010-09-28,AUDI
12648,"Volkswagen Group of America, Inc.",Yes,No,0,2013-03-22,AUDI
12649,"Volkswagen Group of America, Inc.",Yes,No,0,2015-01-08,AUDI
12651,"BMW of North America, LLC",No,Yes,0,2018-04-09,BMW
12652,"BMW of North America, LLC",Yes,No,0,2012-07-22,BMW
12653,"BMW of North America, LLC",Yes,No,1,2015-10-02,BMW
12654,"BMW of North America, LLC",Yes,No,0,2017-02-22,BMW
12655,"BMW of North America, LLC",Yes,Yes,2,2017-12-04,BMW
12656,"BMW of North America, LLC",No,Yes,0,2017-12-30,BMW
12657,"BMW of North America, LLC",No,Yes,1,2017-11-01,BMW
12658,"BMW of North America, LLC",Yes,No,0,2018-02-21,BMW
12659,"BMW of North America, LLC",No,Yes,0,2012-11-10,BMW
12660,"BMW of North America, LLC",Yes,No,1,2014-11-03,BMW
12661,"BMW of North America, LLC",No,Yes,0,2016-06-16,BMW
12662,"BMW of North America, LLC",Yes,No,1,2017-07-20,BMW
12663,"BMW of North America, LLC",Yes,No,1,2016-10-01,BMW
12664,"BMW of North America, LLC",No,Yes,0,2017-08-23,BMW
12665,"BMW of North America, LLC",Yes,No,1,2015-03-02,BMW
12666,"BMW of North America, LLC",No,Yes,0,2017-11-15,BMW
12667,"BMW of North America, LLC",No,Yes,0,2017-06-21,BMW
12668,"BMW of North America, LLC",No,Yes,0,2017-02-07,BMW
12669,"BMW of North America, LLC",No,Yes,0,2011-07-06,BMW
12670,"BMW of North America, LLC",Yes,No,2,2012-01-22,BMW
12671,"BMW of North America, LLC",No,Yes,0,2012-07-30,BMW
12672,"BMW of North America, LLC",No,Yes,0,2012-07-30,BMW
12673,"BMW of North America, LLC",No,Yes,0,2017-07-24,BMW
12674,"BMW of North America, LLC",No,Yes,0,2017-11-01,BMW
12675,"BMW of North America, LLC",No,Yes,0,2017-12-01,BMW
12676,"BMW of North America, LLC",No,Yes,0,2016-09-11,BMW
12677,"BMW of North America, LLC",No,Yes,0,2017-06-22,BMW
12678,"BMW of North America, LLC",No,Yes,0,2017-07-08,BMW
12679,"BMW of North America, LLC",No,Yes,0,2017-06-24,BMW
12680,"BMW of North America, LLC",No,Yes,0,2017-06-29,BMW
12682,"BMW of North America, LLC",Yes,No,0,2011-01-26,BMW
12683,"BMW of North America, LLC",Yes,No,1,2012-04-18,BMW
12684,"BMW of North America, LLC",No,Yes,0,2013-09-11,BMW
12685,"BMW of North America, LLC",Yes,No,0,2014-08-25,BMW
12686,"BMW of North America, LLC",No,Yes,0,2014-10-01,BMW
12687,"BMW of North America, LLC",Yes,No,2,2015-10-23,BMW
12688,"BMW of North America, LLC",No,Yes,0,2017-10-19,BMW
12689,"BMW of North America, LLC",No,Yes,0,2017-04-02,BMW
12691,"BMW of North America, LLC",No,Yes,0,2017-09-04,BMW
12692,"BMW of North America, LLC",No,Yes,0,2016-09-10,BMW
12693,"BMW of North America, LLC",No,Yes,0,2012-05-30,BMW
12694,"BMW of North America, LLC",No,Yes,0,2012-08-03,BMW
12695,"BMW of North America, LLC",No,Yes,0,2012-11-28,BMW
12696,"BMW of North America, LLC",Yes,No,1,2012-09-10,BMW
12697,"BMW of North America, LLC",No,Yes,0,2015-12-09,BMW
12698,"BMW of North America, LLC",No,Yes,0,2018-02-06,BMW
12699,"BMW of North America, LLC",No,Yes,0,2018-01-08,BMW
12700,"BMW of North America, LLC",Yes,Yes,1,2015-11-29,BMW
12701,"BMW of North America, LLC",No,Yes,0,2013-10-17,BMW
12702,"BMW of North America, LLC",No,Yes,0,2013-11-01,BMW
12703,"BMW of North America, LLC",No,Yes,0,2014-07-08,BMW
12704,"BMW of North America, LLC",Yes,No,0,2016-11-15,BMW
12705,"BMW of North America, LLC",No,Yes,2,2012-02-11,BMW
12706,"BMW of North America, LLC",No,Yes,0,2017-02-18,BMW
12709,"BMW of North America, LLC",No,Yes,0,2017-12-18,BMW
12710,"BMW of North America, LLC",No,Yes,0,2016-03-03,BMW
12711,"BMW of North America, LLC",Yes,No,0,2016-12-23,BMW
12712,"BMW of North America, LLC",Yes,No,4,2016-11-20,BMW
12713,"BMW of North America, LLC",Yes,No,1,2016-05-16,BMW
12715,"BMW of North America, LLC",Yes,No,1,2015-12-27,BMW
12716,"BMW of North America, LLC",No,Yes,0,2016-05-18,BMW
12717,"BMW of North America, LLC",No,Yes,0,2018-01-29,BMW
12718,"BMW of North America, LLC",Yes,No,0,2017-02-19,BMW
12719,"BMW of North America, LLC",Yes,No,0,2014-09-25,BMW
12720,"BMW of North America, LLC",No,Yes,0,2018-02-27,BMW
12721,"BMW of North America, LLC",No,Yes,0,2012-04-20,BMW
12722,"BMW of North America, LLC",No,Yes,0,2013-11-26,BMW
12723,"BMW of North America, LLC",No,Yes,0,2015-03-30,BMW
12724,"BMW of North America, LLC",Yes,No,0,2015-10-11,BMW
12725,"BMW of North America, LLC",No,Yes,0,2017-07-31,BMW
12726,"BMW of North America, LLC",No,Yes,0,2017-04-01,BMW
12727,BUELL MOTORCYCLE CO.,Yes,No,0,2010-09-25,BUELL
12728,Harley-Davidson Motor Company,Yes,No,1,2014-08-05,BUELL
12731,General Motors LLC,Yes,No,0,2010-11-26,BUICK
12732,General Motors LLC,No,Yes,0,2012-05-25,BUICK
12733,General Motors LLC,Yes,No,0,2012-08-27,BUICK
12734,General Motors LLC,Yes,No,0,2010-10-07,BUICK
12735,General Motors LLC,Yes,No,0,2014-03-12,BUICK
12736,General Motors LLC,Yes,No,0,2011-05-25,BUICK
12738,General Motors LLC,Yes,No,0,2014-09-23,BUICK
12739,General Motors LLC,No,Yes,0,2015-04-20,BUICK
12740,General Motors LLC,Yes,No,3,2013-11-06,BUICK
12741,General Motors LLC,No,Yes,0,2015-04-30,BUICK
12742,General Motors LLC,No,Yes,0,2015-11-04,BUICK
12743,General Motors LLC,No,Yes,0,2018-03-01,BUICK
12744,General Motors LLC,Yes,No,1,2017-12-13,BUICK
12745,General Motors LLC,Yes,No,0,2015-10-26,BUICK
12746,General Motors LLC,No,Yes,0,2017-04-07,BUICK
12748,General Motors LLC,No,Yes,0,2013-04-17,BUICK
12749,General Motors LLC,Yes,No,0,2013-07-16,BUICK
12750,General Motors LLC,No,Yes,0,2013-10-02,BUICK
12751,General Motors LLC,Yes,No,0,2013-04-14,BUICK
12752,General Motors LLC,No,Yes,0,2014-08-10,BUICK
12753,General Motors LLC,Yes,No,1,2013-10-01,BUICK
12754,General Motors LLC,No,Yes,0,2014-10-02,BUICK
12755,General Motors LLC,Yes,No,0,2014-09-08,BUICK
12756,General Motors LLC,Yes,No,0,2014-11-01,BUICK
12757,General Motors LLC,No,Yes,0,2015-01-07,BUICK
12758,General Motors LLC,Yes,No,0,2015-01-21,BUICK
12759,General Motors LLC,Yes,No,0,2015-06-02,BUICK
12760,General Motors LLC,No,Yes,0,2015-07-01,BUICK
12761,General Motors LLC,Yes,No,2,2016-06-22,BUICK
12762,General Motors LLC,Yes,No,0,2017-01-04,BUICK
12765,General Motors LLC,Yes,No,0,2010-10-30,BUICK
12766,General Motors LLC,Yes,No,1,2011-02-19,BUICK
12767,General Motors LLC,Yes,No,0,2012-02-10,BUICK
12768,General Motors LLC,Yes,No,0,2013-03-19,BUICK
12769,General Motors LLC,No,Yes,0,2014-05-23,BUICK
12770,General Motors LLC,Yes,No,0,2014-03-01,BUICK
12771,General Motors LLC,Yes,No,1,2014-06-13,BUICK
12772,General Motors LLC,Yes,No,0,2013-07-16,BUICK
12773,General Motors LLC,Yes,No,1,2014-07-07,BUICK
12774,General Motors LLC,Yes,No,0,2013-06-13,BUICK
12775,General Motors LLC,Yes,No,1,2014-05-21,BUICK
12776,General Motors LLC,No,Yes,0,2015-06-27,BUICK
12777,General Motors LLC,No,Yes,0,2015-10-21,BUICK
12778,General Motors LLC,No,Yes,0,2016-05-25,BUICK
12779,General Motors LLC,No,Yes,0,2016-08-01,BUICK
12780,General Motors LLC,No,Yes,0,2017-09-29,BUICK
12781,General Motors LLC,Yes,No,0,2016-10-22,BUICK
12782,General Motors LLC,No,Yes,0,2018-01-29,BUICK
12783,General Motors LLC,No,Yes,0,2016-07-26,BUICK
12784,General Motors LLC,No,Yes,0,2017-06-25,BUICK
12785,General Motors LLC,No,Yes,0,2017-07-27,BUICK
12791,General Motors LLC,Yes,No,0,2011-12-27,CADILLAC
12792,General Motors LLC,Yes,No,0,2011-11-09,CADILLAC
12793,General Motors LLC,Yes,No,1,2012-01-28,CADILLAC
12794,General Motors LLC,Yes,No,1,2013-05-17,CADILLAC
12795,General Motors LLC,Yes,No,0,2013-11-17,CADILLAC
12796,General Motors LLC,Yes,No,1,2015-06-18,CADILLAC
12797,General Motors LLC,No,Yes,0,2017-08-29,CADILLAC
12799,General Motors LLC,Yes,No,1,2013-06-25,CADILLAC
12800,General Motors LLC,Yes,No,0,2013-09-25,CADILLAC
12801,General Motors LLC,No,Yes,0,2012-02-12,CADILLAC
12802,General Motors LLC,Yes,No,0,2013-09-24,CADILLAC
12803,General Motors LLC,Yes,No,0,2012-03-21,CADILLAC
12804,General Motors LLC,Yes,No,1,2014-11-13,CADILLAC
12805,General Motors LLC,No,Yes,0,2015-09-04,CADILLAC
12806,General Motors LLC,Yes,No,2,2016-05-19,CADILLAC
12808,General Motors LLC,No,Yes,0,2011-07-01,CADILLAC
12809,General Motors LLC,Yes,No,0,2013-12-15,CADILLAC
12810,General Motors LLC,No,Yes,0,2014-11-07,CADILLAC
12811,General Motors LLC,No,Yes,0,2015-02-21,CADILLAC
12812,General Motors LLC,No,Yes,0,2015-08-13,CADILLAC
12816,General Motors LLC,Yes,No,1,2014-06-16,CADILLAC
12821,General Motors LLC,Yes,No,0,2014-07-06,CADILLAC
12822,General Motors LLC,Yes,Yes,1,2015-01-05,CADILLAC
12825,General Motors LLC,Yes,No,3,2011-03-16,CHEVROLET
12827,General Motors LLC,Yes,No,2,2013-05-16,CHEVROLET
12828,General Motors LLC,Yes,No,2,2014-01-27,CHEVROLET
12829,General Motors LLC,No,Yes,0,2014-06-11,CHEVROLET
12830,General Motors LLC,No,Yes,0,2015-12-15,CHEVROLET
12831,General Motors LLC,Yes,No,0,2017-05-17,CHEVROLET
12832,General Motors LLC,Yes,No,0,2016-05-03,CHEVROLET
12833,General Motors LLC,No,Yes,0,2016-07-15,CHEVROLET
12838,General Motors LLC,No,Yes,0,2011-12-23,CHEVROLET
12839,General Motors LLC,Yes,No,2,2012-02-02,CHEVROLET
12840,General Motors LLC,No,Yes,0,2011-10-05,CHEVROLET
12841,General Motors LLC,Yes,No,1,2012-04-22,CHEVROLET
12842,General Motors LLC,Yes,No,2,2013-08-11,CHEVROLET
12843,General Motors LLC,No,Yes,0,2013-08-19,CHEVROLET
12844,General Motors LLC,Yes,No,2,2013-03-11,CHEVROLET
12845,General Motors LLC,Yes,No,0,2014-04-25,CHEVROLET
12846,General Motors LLC,No,Yes,0,2014-07-21,CHEVROLET
12847,General Motors LLC,Yes,No,0,2014-09-01,CHEVROLET
12848,General Motors LLC,Yes,No,1,2015-02-18,CHEVROLET
12849,General Motors LLC,No,Yes,0,2014-05-23,CHEVROLET
12850,General Motors LLC,Yes,No,0,2015-02-18,CHEVROLET
12852,General Motors LLC,No,Yes,1,2015-06-01,CHEVROLET
12853,General Motors LLC,Yes,No,0,2015-04-23,CHEVROLET
12854,General Motors LLC,Yes,No,3,2017-01-12,CHEVROLET
12855,General Motors LLC,No,Yes,0,2016-01-01,CHEVROLET
12856,General Motors LLC,Yes,Yes,1,2017-04-25,CHEVROLET
12885,General Motors LLC,Yes,No,0,2010-10-07,CHEVROLET
12886,General Motors LLC,Yes,No,0,2010-11-18,CHEVROLET
12887,General Motors LLC,Yes,No,2,2011-03-06,CHEVROLET
12888,General Motors LLC,Yes,No,1,2011-03-25,CHEVROLET
12889,General Motors LLC,Yes,No,0,2011-04-08,CHEVROLET
12891,General Motors LLC,Yes,No,1,2012-01-02,CHEVROLET
12892,General Motors LLC,Yes,No,1,2012-04-16,CHEVROLET
12893,General Motors LLC,Yes,No,0,2012-04-16,CHEVROLET
12894,General Motors LLC,Yes,No,0,2012-06-26,CHEVROLET
12895,General Motors LLC,Yes,No,0,2012-08-31,CHEVROLET
12896,General Motors LLC,Yes,No,0,2012-10-03,CHEVROLET
12897,General Motors LLC,Yes,No,1,2013-03-30,CHEVROLET
12898,General Motors LLC,Yes,No,0,2013-12-01,CHEVROLET
12899,General Motors LLC,Yes,No,0,2014-02-04,CHEVROLET
12900,General Motors LLC,Yes,No,1,2012-11-21,CHEVROLET
12901,General Motors LLC,Yes,No,1,2011-02-21,CHEVROLET
12902,General Motors LLC,No,Yes,1,2013-07-27,CHEVROLET
12903,General Motors LLC,Yes,No,2,2014-04-07,CHEVROLET
12904,General Motors LLC,Yes,No,0,2014-04-26,CHEVROLET
12905,General Motors LLC,Yes,No,1,2014-03-14,CHEVROLET
12906,General Motors LLC,Yes,Yes,1,2014-03-27,CHEVROLET
12907,General Motors LLC,Yes,No,0,2013-10-03,CHEVROLET
12908,General Motors LLC,Yes,No,0,2011-03-19,CHEVROLET
12909,General Motors LLC,Yes,No,1,2014-06-07,CHEVROLET
12910,General Motors LLC,Yes,No,1,2014-05-22,CHEVROLET
12911,General Motors LLC,Yes,No,1,2014-06-07,CHEVROLET
12912,General Motors LLC,Yes,No,1,2014-07-05,CHEVROLET
12913,General Motors LLC,Yes,No,0,2014-06-03,CHEVROLET
12914,General Motors LLC,Yes,No,0,2014-07-07,CHEVROLET
12916,General Motors LLC,Yes,No,0,2014-07-25,CHEVROLET
12917,General Motors LLC,Yes,No,0,2014-04-10,CHEVROLET
12920,General Motors LLC,Yes,No,2,2010-09-18,CHEVROLET
12922,General Motors LLC,Yes,No,0,2014-12-07,CHEVROLET
12923,General Motors LLC,No,Yes,0,2012-11-06,CHEVROLET
12924,General Motors LLC,Yes,No,1,2014-11-26,CHEVROLET
12925,General Motors LLC,Yes,No,0,2014-09-04,CHEVROLET
12926,General Motors LLC,No,Yes,0,2015-06-25,CHEVROLET
12927,General Motors LLC,No,Yes,0,2015-09-08,CHEVROLET
12928,General Motors LLC,No,Yes,0,2015-05-28,CHEVROLET
12929,General Motors LLC,Yes,No,1,2015-10-07,CHEVROLET
12930,General Motors LLC,Yes,No,0,2015-09-22,CHEVROLET
12931,General Motors LLC,Yes,No,2,2012-05-08,CHEVROLET
12934,General Motors LLC,Yes,Yes,1,2014-04-27,CHEVROLET
12935,General Motors LLC,No,Yes,0,2016-09-06,CHEVROLET
12936,General Motors LLC,Yes,No,1,2017-03-27,CHEVROLET
12941,General Motors LLC,Yes,No,0,2012-11-04,CHEVROLET
